textid	text	daily_dose	dose_number	dose_unit	dose_frequency	dose_interval	choice_of_dose	dose_max_average	change_dose	dose_duration
50215	"(BERKOZIDE) 1 EVERY MORNING"	1	1	""	1	1	0	0	0	0
50216	"TAKE 3 TABLETS DAILY."	3	3	"TAB"	1	1	0	0	0	0
50217	"2 TWICE A DAY 2.5 AT NIGHT"	6.5	2	""	3.25	1	0	0	0	0
50218	"VIA SD"	0	0	""	0	0	0	0	0	0
50219	"1 TDS AS DIR"	3	1	""	3	1	0	0	0	0
50220	"####TAKE ONE EVERY 12 HRS"	2	1	""	1	0.5	0	0	0	0
50221	"QUANTITY=60 TABS"	0	0	""	0	0	0	0	0	0
50222	"ONE SPRAYS DAILY TO EACH NOSTRIL"	2	1	"SPRAY"	1	1	0	0	0	0
50223	"TAKE 1 OR 2 AT NIGHT[ADVICE]PRN"	1.5	1.5	""	1	1	2	2	0	0
50224	"10ML TWICE A DAY ADJUSTED AS REQUIRED-CONSTIPATION"	20	10	"ML"	2	1	2	0	0	0
50225	"2 EVERY MORNING FOR HYPERTENSION"	2	2	""	1	1	0	0	0	0
50226	"1SUCK PRN"	0	1	""	1	0	2	0	0	0
50227	"HALF TAB TWICE DAILY DISPENSE WEEKLY"	1	0.5	"TAB"	2	1	0	0	0	7
50228	"0.5-1ML FOUR TIMES A DAY BEFORE FOOD"	3	0.75	"ML"	4	1	1	2	0	0
50229	"IDROP BD"	2	0	""	2	1	0	0	0	0
50230	"HALF AT NIGHT SPARINGLY"	0.5	0.5	""	1	1	0	0	0	0
50231	"1 TWICE A DAY THREE TIMES A DAY"	5	1	""	5	1	0	0	0	0
50232	"APPLY THINLY TWICE A DAY TO AFFECTED AREAS"	2	0	""	2	1	0	0	0	0
50233	"ONE TWICE DAILY AS NEEDED"	2	1	""	2	1	2	0	0	0
50234	"TO ADMINISTER INSULIN"	0	0	""	0	0	0	0	0	0
50235	"1 AT NIGHT P.R.N."	1	1	""	1	1	2	0	0	0
50236	"2X5ML SPOONS AT NIGHT"	10	10	"ML"	1	1	0	0	0	0
50237	"TWO PUFF EVERY TWO HOUR"	24	2	"PUFF"	1	8.333334E-02	0	0	0	0
50238	"TWICE A DAY OR EVERY NIGHT"	1.5	0	""	1.5	1	0	2	0	0
50239	"3PUFFS TWICE DAILY"	6	3	"PUFF"	2	1	0	0	0	0
50240	"APPLY TWICE A DAY TO AFFECTED AREAS."	2	0	""	2	1	0	0	0	0
50241	"1TDS DISPENSE WEEKLY"	3	1	""	3	1	0	0	0	7
50242	"2 A DAY WITH FOOD"	2	2	""	1	1	0	0	0	0
50243	"FOUR TABLET(S) DAILY"	4	4	"TAB"	1	1	0	0	0	0
50244	"TWO PUFF EVERY FIVE HOUR"	9.6	2	"PUFF"	1	0.2083333	0	0	0	0
50245	"PAINT ONTO AFFECTED NAILS AFTER WASHING  REGULARLY  ONCE A DAY  FOR 6+ MONTHS"	2	0	""	2	1	0	0	0	180
50246	"ONE TABLET TWICE A DAY FROM DAY 15 TO DAY 26"	2	1	"TAB"	2	1	0	0	0	12
50247	"1 FOUR TIMES A DAY MAX"	4	1	""	4	1	0	1	0	0
50248	"FOR I.M. INJECTION EVERY THREE WEEKS"	1.047619	0	""	1.047619	1	0	0	0	0
50249	"5MLS DAILY"	5	5	"ML"	1	1	0	0	0	0
50250	"DJ81."	0	81	""	1	0	0	0	0	0
50251	"ONE AT BEDTIME  FOR SLEEPING  IF REALLY NECESSARY. MAXIMUM OF EVERY THIRD NIGHT  AS POTENTIALLY ADDICTIVE WITH REGULAR USE."	1	1	""	1	1	0	1	0	0
50252	"ONE OR TWO FOUR TIMES A DAY WITH MEALS"	6	1.5	""	4	1	1	2	0	0
50253	"1 BLISTER EVERY FOUR HOURS WHEN REQUIRED"	6	1	"BLISTER"	1	0.1666667	2	0	0	0
50254	"TAKE ONE EACH MORNING(DISPENSE WEEKLY)"	1	1	""	1	1	0	0	0	7
50255	"1-2 TABS QDS PRN."	6	1.5	"TAB"	4	1	2	2	0	0
50256	"TWO UP TO TWICE A DAY"	4	2	""	2	1	0	1	0	0
50257	"1 QDS AT LEAST 30 MINUTES BEFORE FOOD"	4	1	""	4	1	0	0	0	0
50258	"ONE OR FOUR EVERY DAY WHEN REQUIRED"	2.5	2.5	""	1	1	2	2	0	0
50259	"1-2PQDSPRN"	6	1.5	""	4	1	2	2	0	0
50260	"SIZE AS MEASURED BY CHEMIST."	0	0	""	0	0	0	0	0	0
50261	"USE ONE DROP FOUR TIMES A DAY"	4	1	"DROPS"	4	1	0	0	0	0
50262	"0.5MLS THREE TIMES A DAY WHEN REQUIRED"	1.5	0.5	"ML"	3	1	2	0	0	0
50263	"TAKE TWO 3 TIMES/DAY FOR CIRCULATION"	6	2	""	3	1	0	0	0	0
50264	"TO BE APPLIED TO LEFT EYE WHEN REQUIRED"	0	0	""	0	0	2	0	0	0
50265	"THREE CAPSULE AT NIGHT"	3	3	"CAP"	1	1	0	0	0	0
50266	"TAKE ONE AFTER BREAKFAST AND ONE AFTER EVENING MEAL"	2	1	""	2	1	0	0	0	0
50267	"1 EVERY MORNING AND MIDDAY"	2	1	""	2	1	0	0	0	0
50268	"TAKE ONE DURING NIGHT IF NECESSARY"	1	0	""	1	1	2	0	0	0
50269	"TAKE ONE OR TWO EACH MORNING FOR INDIGESTION"	1.5	1.5	""	1	1	1	2	0	0
50270	"1 MANE AND 3 NOCTE"	4	1	""	4	1	0	0	0	0
50271	"1-2 DROPS   THREE TIMES A DAY"	4.5	1.5	"DROPS"	3	1	1	2	0	0
50272	"1.25ML FOUR TIMES A DAY"	5	1.25	"ML"	4	1	0	0	0	0
50273	"APPLY BD USE SPARINGLY"	2	0	""	2	1	0	0	0	0
50274	"ONE TWICE A DAY INCREASING TO THREE TIMES A DAY WHEN REQUIRED"	3	1	""	3	1	2	0	2	0
50275	"MDUU"	0	0	""	0	0	0	0	0	0
50276	"NEEDLES FOR USE ON INSULIN PENS;USE ONCE ONLY;DISPOSE OF SAFELY AFTER USE"	1	0	""	1	1	0	0	0	0
50277	"1-2 TABS 4-6 HOURLY PRN"	7.2	1.5	"TAB"	1	0.2083333	2	2	0	0
50278	"5ML TO BE TAKEN TWICE A DAY"	10	5	"ML"	2	1	0	0	0	0
50279	"ONE OR TWO FOUR TIMES A DAY FOR PAIN WHEN REQUIRED"	6	1.5	""	4	1	2	2	0	0
50280	"PASTA"	0	0	""	0	0	0	0	0	0
50281	"TAKE ONE AT 12 NOON"	1	1	""	1	1	0	0	0	0
50282	"TAKE TWO FOUR TIMES DAILY BEFORE FOOD"	8	2	""	4	1	0	0	0	0
50283	"~~~~~~~~~"	0	0	""	0	0	0	0	0	0
50284	"TWO TO BE TAKEN AT TIME IMMEDIATELY ONE EVERY DAY"	1	1	""	1	1	0	0	0	0
50285	"APPLY OD TO BOTH EYES"	2	0	""	1	1	0	0	0	0
50286	"APPLY FREQUENTLY TO AFFECTED PART"	0	0	""	0	0	0	0	0	0
50287	"1 THREE TIMES DAILY FROM THREE DAYS BEFORE PERIOD IS DUE"	3	1	""	3	1	0	0	0	0
50288	"# ONE EVERY NIGHT"	1	1	""	1	1	0	0	0	0
50289	"ONE CAP  THREE TIMES A DAY  AT LEAST HALF HOUR BEFORE FOOD  UNTIL ALL GONE. PENICILLIN ANTI-BIOTIC (AMOXYCILLIN)"	3	1	"CAP"	3	1	0	0	0	0
50290	"ONE TO BE SUCKED SLOWLY FOUR TIMES DAILY 4 TIMES/DAY"	8	1	""	8	1	0	0	0	0
50291	"ONE EVERY DAY TO LOWER BLOOD PRESSURE AND PROTECT KIDNEYS"	1	1	""	1	1	0	0	0	0
50292	"TAKE ONE TABLET AS REQUIRED"	0	1	"TAB"	1	0	2	0	0	0
50293	"APPLY TDSPRN"	3	0	""	3	1	2	0	0	0
50294	"- AS DIRECTED XXXXXX"	0	0	""	0	0	0	0	0	0
50295	"USE IN BOTH EYES"	0	0	""	0	0	0	0	0	0
50296	"APPLY TWICE A DAY SPARINGLY FOR 1 WEEK"	2	0	""	2	1	0	0	0	7
50297	"2-8HRLY-PRN"	4.8	0	""	1	0.2083333	2	2	0	0
50298	"TAKE SIX EVERY MORNING"	6	6	""	1	1	0	0	0	0
50299	"TAKE ONE TABLET EVERY MORNING 30 MINUTES BEFORE BREAKFAST WITH A TUMBLERFUL TAPWATER STANDING UPRIGHT :: WAIT HALF HOUR BEFORE TAKING FOOD AND OTHER MEDICATION"	1	1	"TAB"	1	1	0	0	0	0
50300	"TAKE ONE 3 TIMES/DAY OR AS DIR"	3	1	""	3	1	0	0	0	0
50301	"TAKE 1 TWICE A DAY AS NEEDED"	2	1	""	2	1	2	0	0	0
50302	"1 TAKEN AT NIGHT"	1	1	""	1	1	0	0	0	0
50303	"1 EVERY MORNING (FOR OEDEMA)"	1	1	""	1	1	0	0	0	0
50304	"1 TABLET 3 TIMES PER DAY"	3	1	"TAB"	3	1	0	0	0	0
50305	"ONE B. D."	2	1	""	2	1	0	0	0	0
50306	"TO BE ADDED TO THE BATH AS DIRECTED"	0	0	""	0	0	0	0	0	0
50307	"EACH MORNING ON MON THURS AND SAT"	2	0	""	2	1	0	0	0	0
50308	"1 B"	0	1	""	1	0	0	0	0	0
50309	"1 AT NGHT"	0	1	""	1	0	0	0	0	0
50310	"TAKE ONE DAILY / WHEN REQUIRED"	1	1	""	1	1	2	0	0	0
50311	"TAKE ONE WEEKLY (FOSAMAX)"	0.1428571	1	""	1	7	0	0	0	0
50312	"FOR INJECTION AS ADVISED"	0	0	""	0	0	0	0	0	0
50313	"TAKE 1 TABLETS AT NIGHT"	1	1	"TAB"	1	1	0	0	0	0
50314	"DAILY TO FACE"	1	0	""	1	1	0	0	0	0
50315	"ONE EVERY DAY TO PROTECT HEART"	1	1	""	1	1	0	0	0	0
50316	"TAKE 1 EVERY DAY WITH MAIN MEAL"	1	1	""	1	1	0	0	0	0
50317	"TAKE ONE 3 TIMES/DAY AS NEC"	3	1	""	3	1	0	0	0	0
50318	"1 1/2 MANE"	1.5	1.5	""	1	1	0	0	0	0
50319	"FOUR TIMES A DAY TO EACH NOSTRIL AS DIRECTED"	8	0	""	4	1	0	0	0	0
50320	"1 TWICE A DAY IN SPACER"	2	1	""	2	1	0	0	0	0
50321	"1 OD VIA NOMAD"	1	1	""	1	1	0	0	0	0
50322	"ONE EVERY DAY TO HELP TREAT FUNGAL INFECTION"	1	1	""	1	1	0	0	0	0
50323	"S362 45MM"	0	0	""	0	0	0	0	0	0
50324	"2 IMMEDIATELY WHEN REQUIRED"	2	2	""	1	1	2	0	1	1
50325	"2 EVERY DAY TO THIN THE BLOOD"	2	2	""	1	1	0	0	0	0
50326	"EVERY MORNING AND ONE AND A HALF EVERY NIGHT"	2.5	0	""	1	1	0	0	0	0
50327	"APPLY TO EARS 3 TIMES DAILY FOR A FEW DAYS BEFORE SYRINGING"	3	0	""	3	1	0	0	0	0
50328	"ONE TABLET(S) FOUR TIMES DAILY"	4	1	"TAB"	4	1	0	0	0	0
50329	"2.5ML 4HRLY"	15	2.5	"ML"	1	0.1666667	0	0	0	0
50330	"1 SACHET TDS"	3	1	"SACHET"	3	1	0	0	0	0
50331	"1 FOUR TIMES A DAY : FINISH THE COURSE"	4	1	""	4	1	0	0	0	0
50332	"1 5PM"	1	1	""	1	1	0	0	0	0
50333	"150MG  IM  12 WEEKLY"	257.1429	1800	"MG"	1	7	0	0	0	0
50334	"82"	0	82	""	1	0	0	0	0	0
50335	"TAKE ONE TO TWO FOUR TIMES A DAY FOR PAIN"	6	1.5	""	4	1	1	2	0	0
50336	"DISSOLVE IN WATER  PC"	3	0	""	3	1	0	0	0	0
50337	"NO.3210"	0	0	""	0	0	0	0	0	0
50338	"TAKE ONE AS DIRECTED TDS"	3	1	""	3	1	0	0	0	0
50339	"USE BD MDU"	2	0	""	2	1	0	0	0	0
50340	"20ML TWICE DAILY FOR CONSTIPATION"	40	20	"ML"	2	1	0	0	0	0
50341	"FOUR PUFF(S) FOUR TIMES A DAY"	16	4	"PUFF"	4	1	0	0	0	0
50342	"2 OM 3ON"	5	2	""	2.5	1	0	0	0	0
50343	"(CARBAMAZEPINE)"	0	0	""	0	0	0	0	0	0
50344	"ONE OR TWO TABLETS TWICE A DAY AFTER FOOD WHEN REQUIRED"	3	1.5	"TAB"	2	1	2	2	0	0
50345	"ONE DROP ONCE DAILY TO EACH EYE FOR GLAUCOMA."	2	1	"DROPS"	1	1	0	0	0	0
50346	"INHALE 2 DOSES AS NEEDED. USE AS A RELIEVER."	0	0	""	0	0	2	0	0	0
50347	"1 GTT BD EE"	4	1	"DROPS"	2	1	0	0	0	0
50348	"APPLY FOUR TIMES A DAY/AS DIRECTED"	4	0	""	4	1	0	0	0	0
50349	"2PUFF QDSPR"	0	2	"PUFF"	1	0	0	0	0	0
50350	"TAKE SIX TABLETS DAILY AS DIRECTED"	6	6	"TAB"	1	1	0	0	0	0
50351	"FOR INHALER"	0	0	""	0	0	0	0	0	0
50352	"1 TO BE INHALED TWICE DAILY"	2	1	""	2	1	0	0	0	0
50353	"1 NOCTE PRN MITTE 28 DAYS"	1	1	""	1	1	2	1	0	0
50354	"1 TWICE A DAY TO CONTROL BLOOD SUGAR (SULPHONYLUREA)"	2	1	""	2	1	0	0	0	0
50355	"ONE OR TWO  THREE TIMES A DAY  AS NECESSARY FOR SICKNESS OR DIZZINESS. BEWARE OF DROWSINESS"	4.5	1.5	""	3	1	1	2	0	0
50356	"AS DIRECTED BY PACK"	0	0	""	0	0	0	0	0	0
50357	"1 4-6 HOURLY WHEN REQUIRED"	4.8	1	""	1	0.2083333	2	2	0	0
50358	"DO NOT PRESCRIBE -RED LIST DRUG"	0	0	""	0	0	0	0	0	0
50359	"ONE AFTER FOOD FOUR TIMES A DAY"	4	1	""	4	1	0	0	0	0
50360	"TAKE FOUR TABLETS EVERY MORNING"	4	4	"TAB"	1	1	0	0	0	0
50361	"1 TWICE A DAY .DO NOT TAKE WITH GRAPEFRUIT JUICE."	2	1	""	2	1	0	0	0	0
50362	"1 AT NIGHT-CHRONIC PAIN CONTROL"	1	1	""	1	1	0	0	0	0
50363	"ONE EVERY DAY -"	1	1	""	1	1	0	0	0	0
50364	"125MG FOUR TIMES A DAY FOR INFECTION COMPLETE COURSE"	500	125	"MG"	4	1	0	0	0	0
50365	"APPLY FOUR TIMES A DAY FOR EYE INFECTION"	4	0	""	4	1	0	0	0	0
50366	"TAKE ONE TWICE DAILY DOSETTE"	2	1	""	2	1	0	0	0	0
50367	"ADULT LOW DOSE"	0	0	""	0	0	0	0	0	0
50368	"TAKE ONE 3 AFTER FOOD"	9	3	""	3	1	0	0	0	0
50369	"TAKE ONE EACH MORNING *WEEKLY DISPENSE*"	1.142857	1	""	1.142857	1	0	0	0	0
50370	"ONE CAPFULL PER BATH"	0	1	""	1	0	0	0	0	0
50371	"S230"	0	0	""	0	0	0	0	0	0
50372	"HALF NOCTE PRN"	0.5	0.5	""	1	1	2	0	0	0
50373	"1 -2 OD"	1.5	1.5	""	1	1	1	2	0	0
50374	"1 AT ONSET. IF RESPONDS  FURTHER TABLET(S) CAN BE TAKEN FOR RECURRENCE. MAX 3 TABLET(S) PER DAY .READ THE LEAFLET IN THE PACK"	3	3	"TAB"	1	1	0	1	0	0
50375	"3 OD AS DIR"	3	3	""	1	1	0	0	0	0
50376	"ONE EVERY NIGHT- ADDICTIVE DRUG WARNING"	1	1	""	1	1	0	0	0	0
50377	"1 OR 2 TABLETS FOUR TIMES A DAY AS REQUIRED"	6	1.5	"TAB"	4	1	2	2	0	0
50378	"QDS 2 PUFFS"	4	0	"PUFF"	4	1	0	0	0	0
50379	"5TEA.NOCTE"	10	5	""	2	1	0	0	0	0
50380	"ONE OR TWO A DAY WHEN REQUIRED"	1.5	1.5	""	1	1	2	2	0	0
50381	"5 OR 15ML TWICE DAILY"	20	10	"ML"	2	1	1	2	0	0
50382	"1-2NOCSOS"	0	1.5	""	1	0	1	2	0	0
50383	"TWICE DAILY LEFT EYE"	2	0	""	2	1	0	0	0	0
50384	"TAKE TWO EVERY FOUR HOURS WHEN REQUIRED"	12	2	""	1	0.1666667	2	0	0	0
50385	"TWO TWICE A DAY UP TO 4 TIMES A DAY"	6	2	""	3	1	0	0	0	0
50386	"TAKE ONE DAILY (TO REDUCE YOUR BLOOD PRESSURE)"	1	1	""	1	1	0	0	0	0
50387	"2 EVERY DAY FOR 7 DAYS"	2	2	""	1	1	0	0	0	7
50388	"4/ DAY"	4	4	""	1	1	0	0	0	0
50389	"TAKE TWO  FOUR TIMES/DAY"	8	2	""	4	1	0	0	0	0
50390	"2 THREE TIMES A DAY AS DIRECTED WHEN REQUIRED"	6	2	""	3	1	2	0	0	0
50391	"2 MANE AND 2 LUNCHTIME"	4	2	""	2	1	0	0	0	0
50392	"10-20ML PRN"	0	15	"ML"	1	0	2	2	0	0
50393	"TWO TO FOUR PUFFS FOUR TIMES A DAY AS NEEDED"	12	3	"PUFF"	4	1	2	2	0	0
50394	"10 EVERY WEEK"	1.428571	10	""	1	7	0	0	0	0
50395	"10 MLS WHEN REQUIRED FOUR TIMES A DAY"	40	10	"ML"	4	1	2	1	0	0
50396	"ONE SACHET EACH MORNING"	1	1	"SACHET"	1	1	0	0	0	0
50397	"1 PUF TWICE A DAY"	2	1	"PUFF"	2	1	0	0	0	0
50398	"TAKE ONE DAILY TO IMPROVE MOOD"	1	1	""	1	1	0	0	0	0
50399	"2 MANE   1 NOCTE"	3	2	""	1.5	1	0	0	0	0
50400	"TWO A DAY  REGULARLY  WITH WATER  TO BULK UP THE MOTION  AS WELL AS EATING LOTS OF FIBRE"	2	2	""	1	1	0	0	0	0
50401	"1 CAPSULE BD"	2	1	"CAP"	2	1	0	0	0	0
50402	"1 ALTER DAY"	1	1	""	1	1	0	0	0	0
50403	"THREE PER WEEK AS DIRECTED"	0.4285714	3	""	1	7	0	0	0	0
50404	"~~~~~~~~"	0	0	""	0	0	0	0	0	0
50405	"5MLS QID WHEN REQUIRED"	20	5	"ML"	4	1	2	0	0	0
50406	"1 EVERY DAY AFTER FOOD THIN BLOOD SEEK ADVICE INDIGESTION"	1	1	""	1	1	0	0	0	0
50407	"50MG AT START OF MIGRAINE REPEAT AT 2 HOURS IF RETURNS . IF NO RESPONSE TO INITIAL TABLET DO NOT USE ANYMORE IN THAT MIGRAINE ATTACK"	0	50	"MG"	1	0	0	1	0	0
50408	"TWO EVERY DAY REDUCING TO ONE EVERY DAY"	1	1	""	1	1	0	0	2	0
50409	"ONE DROP TO LEFT EYE DAILY"	1	1	"DROPS"	1	1	0	0	0	0
50410	"1 TAB TDS DISP WEEKLY"	0.4285714	1	"TAB"	3	7	0	0	0	0
50411	"E45"	0	0	""	0	0	0	0	0	0
50412	"TAKE 1 OR 2 TABLETS THREE TIMES A DAY AS DIRECTED"	4.5	1.5	"TAB"	3	1	1	2	0	0
50413	"FIRST CHOICE ATENOLOL"	3.333334E-02	0	""	1	30	0	0	0	0
50414	"5 MLS T.D.S"	15	5	"ML"	3	1	0	0	0	0
50415	"1 -2 PRN"	0	1.5	""	1	0	2	2	0	0
50416	"TAKE 10MLS 6HRLY WHEN REQUIRED FOR DYSPEPSIA"	40	10	"ML"	1	0.25	2	0	0	0
50417	"I154."	0	1	""	1	0	0	0	0	0
50418	"TAKE ONE-2  3 TIMES/DAY"	4.5	1.5	""	3	1	1	2	0	0
50419	"REF 3900"	0	3900	""	1	0	0	0	0	0
50420	"1-2 PUFFS WHEN REQUIRED FOR CHEST FOR PAIN"	0	1.5	"PUFF"	1	0	2	2	0	0
50421	"TAKE ONE EACH MORNING FOR YOUR UNDERACTIVE THYROID"	1	1	""	1	1	0	0	0	0
50422	"1 EVERY DAY-NOMAD"	1	1	""	1	1	0	0	0	0
50423	"INHALE 1 DOSES TWICE DAILY VIA SPACER"	2	1	""	2	1	0	0	0	0
50424	"1-2 P PRN"	0	1.5	""	1	0	2	2	0	0
50425	"AS DIRECTED TO EACH NOSTRIL"	0	0	""	0	0	0	0	0	0
50426	"1 TAB DISP WKLY IN THE MORNING"	0.1428571	1	"TAB"	1	7	0	0	0	0
50427	"ONE CAPSULE THREE TIMES A DAY :[21]"	3	1	"CAP"	3	1	0	0	0	0
50428	"HALF A TABLET OM"	0.5	0.5	"TAB"	1	1	0	0	0	0
50429	"30MG DAILY FOR 5 DAYS"	30	30	"MG"	1	1	0	0	0	5
50430	"1MMOL/ML"	0	1	"ML"	1	0	0	0	0	0
50431	"( PERSONALLY ADMINISTERED )"	0	0	""	0	0	0	0	0	0
50432	"2PUFFSPRNQD"	2	2	"PUFF"	1	1	2	0	0	0
50433	"1 DAILY WATER TABLET"	1	1	""	1	1	0	0	0	0
50434	"5MLS THREE TIMES A DAY AS NEEDED"	15	5	"ML"	3	1	2	0	0	0
50435	"TAKE ONE OR TWO AT NIGHT IF REQUIRED"	1.5	1.5	""	1	1	2	2	0	0
50436	"AS PER HOSPITAL ADVICE"	0	0	""	0	0	0	0	0	0
50437	"TAKE ONE 3TDS WHEN REQUIRED"	9	3	""	3	1	2	0	0	0
50438	"1 EVERY DAY AT 8AM"	1	1	""	1	1	0	0	0	0
50439	"30 TIMES 200"	0	6000	""	1	0	0	0	0	0
50440	"TAKE TWO WHEN NEEDED"	0	2	""	1	0	2	0	0	0
50441	"APPLY AFTER WASHING AND AS REQUIRED"	0	0	""	0	0	2	0	0	0
50442	"5ML THREE DAILY DAILY TIMES A DAY"	5	5	"ML"	1	1	0	0	0	0
50443	"2 IN THE MORNING 1 MIDDAY 1 EVENING"	4	2	""	2	1	0	0	0	0
50444	":[500G]"	0	500	"GRAM"	1	0	0	0	0	0
50445	"7.5MLBD"	15	7.5	"ML"	2	1	0	0	0	0
50446	"2 CAPS THEN 1 CAP AFTER EACH LOOSE STOOL STOP IF NO MORE DIARRHOEA MAX 6 CAPS DAILY"	6	6	"CAP"	1	1	0	1	2	0
50447	"IPUFPRN"	0	0	""	0	0	0	0	0	0
50448	"TAKE 1 DAILY IN MORNING"	1	1	""	1	1	0	0	0	0
50449	"FLAVOURS"	0	0	""	0	0	0	0	0	0
50450	"TO BE APPLIED TO THE AFFECTED PART UP TO TWICE A DAY"	2	0	""	2	1	0	0	0	0
50451	"ONE EVERY DAY WHEN REQUIRED FOR FLUID RETENTION"	1	1	""	1	1	2	0	0	0
50452	"FOUR TIMES A DAY TO BE INHALED"	4	0	""	4	1	0	0	0	0
50453	"TAKE 2 MORN 2 AT NIGHT"	4	2	""	2	1	0	0	0	0
50454	"2 TO BE TAKEN DAILY BEFORE BREAKFAST"	2	2	""	1	1	0	0	0	0
50455	"TAKE 1 OR 2 4 TIMES/ WHEN REQUIRED"	0	1.5	""	4	0	2	2	0	0
50456	"1 TO 3 NOCTE"	2	2	""	1	1	1	2	0	0
50457	"10ML WASHED AROUND THE MOUTH TWICE A DAY"	20	10	"ML"	2	1	0	0	0	0
50458	"QUANTITY=500 MLS"	0	0	""	0	0	0	0	0	0
50459	"1 MANE AND 1 LUNCHTIME"	2	1	""	2	1	0	0	0	0
50460	"ONE EVERY MORNING  THREE EVERY NIGHT"	4	1	""	4	1	0	0	0	0
50461	"TAKE ONE DAILY FOR BLOOD PRESSSURE"	1	1	""	1	1	0	0	0	0
50462	"ONE IN THE MORNING AND ONE AT NOON"	2	1	""	2	1	0	0	0	0
50463	"TWO OR THREE AT NIGHT AS DIRECTED"	2.5	2.5	""	1	1	1	2	0	0
50464	"ONE A DAY WITH MAIN MEAL"	1	1	""	1	1	0	0	0	0
50465	"1 TWICE TO THREE TIMES DAILY  AFTER FOOD FOR PAIN"	3	1	""	3	1	0	0	0	0
50466	"TAKE ONE DAILY XXXXXX"	1	1	""	1	1	0	0	0	0
50467	"AS DIRECTED TO MONITOR YOUR BLOOD GLUCOSE"	0	0	""	0	0	0	0	0	0
50468	"ONE DROP TWICE DAILY TO REDUCING TO EYE"	2	1	"DROPS"	2	1	0	0	1	0
50469	"1-2 DROPS EACH EYE QDS"	12	1.5	"DROPS"	4	1	1	2	0	0
50470	"1-2 DAILY WITH MEALS"	1.5	1.5	""	1	1	1	2	0	0
50471	"1OM 3ON"	4	1	""	4	1	0	0	0	0
50472	"TAKE ONE TABLET FOUR TIMES A DAY FOR 7 DAYS"	4	1	"TAB"	4	1	0	0	0	7
50473	"6 DAILY FOR 2 WEEKS"	6	6	""	1	1	0	0	0	14
50474	"TAKE ONE EACH MORNING TO REMOVE EXCESS FLUID"	1	1	""	1	1	0	0	0	0
50475	"4MLS NOCTE"	4	4	"ML"	1	1	0	0	0	0
50476	"2 5ML SPOONS THREE TIMES A DAY WHEN REQUIRED"	30	10	"ML"	3	1	2	0	0	0
50477	"ONE SACHET ONCE A DAY"	1	1	"SACHET"	1	1	0	0	0	0
50478	"5.0MLS"	0	5	"ML"	1	0	0	0	0	0
50479	"2PUFFS 4 TIMES A DAY"	8	2	"PUFF"	4	1	0	0	0	0
50480	"USE AS NEEDED TO BATH"	0	0	""	0	0	2	0	0	0
50481	"ONE TAB. 4 TIMES DAILY"	4	1	"TAB"	4	1	0	0	0	0
50482	"TO BE APPLIED TWICE A DAY TO RIGHT EAR"	2	0	""	2	1	0	0	0	0
50483	"2 TABS FOUR TIMES DAY FOR PAIN. TAKE REGULARLY FOR CHRONIC PAIN"	8	2	"TAB"	4	1	0	0	0	0
50484	"39MLS DAILY"	39	39	"ML"	1	1	0	0	0	0
50485	"APPLY TWICE A DAY FOLLOW ENCLOSED INSTRUCT"	2	0	""	2	1	0	0	0	0
50486	"1 AT NIGHT TO SLEEP"	1	1	""	1	1	0	0	0	0
50487	"TAKE 1 OR 2 4 TIMES/DAY DDOC"	6	1.5	""	4	1	1	2	0	0
50488	"4 TO BE TAKEN 1 HOUR BEFORE BEDTIME"	4	4	""	1	1	0	0	0	0
50489	"TO BE APPLIED TO BE APPLIED TO THE AFFECTED PART WHEN REQUIRED"	0	0	""	0	0	2	0	0	0
50490	"4 DAILY MITTE 28 DAYS"	4	4	""	1	1	0	0	0	0
50491	"2 DROPS THREE TIMES A DAY R EAR"	6	2	"DROPS"	3	1	0	0	0	0
50492	"3/12LY"	0	0	""	0	0	0	0	0	0
50493	"TAKE 2 FOUR TIMES PER DAY"	8	2	""	4	1	0	0	0	0
50494	"5374"	0	5374	""	1	0	0	0	0	0
50495	"AS DIRECTED :[X1P]"	0	0	""	0	0	0	0	0	0
50496	"ONE TO BE TAKEN THREE TIMES A DAY PRN"	3	1	""	3	1	2	0	0	0
50497	"TWO TO RIGHT EAR THREE TIMES A DAY"	6	2	""	3	1	0	0	0	0
50498	"3 DROPS TO RIGHT EAR THREE TIMES A DAY"	9	3	"DROPS"	3	1	0	0	0	0
50499	"2 TABS 3-4 TIMES PER DAY (DURING A PERIOD)"	7	2	"TAB"	3.5	1	1	2	0	0
50500	"ONE EVERY 24 HOUR"	1	1	""	1	1	0	0	0	0
50501	"HALF FOUR TIMES A DAY WHEN REQUIRED"	2	0.5	""	4	1	2	0	0	0
50502	"ONE  ON ALTERNATE DAYS"	0.5	1	""	1	2	0	0	0	0
50503	"4 WITH BREAKFAST"	4	4	""	1	1	0	0	0	0
50504	"TWICE A DAY FOR 1 WEEK ONLY"	2	0	""	2	1	0	0	0	7
50505	"ONE EVERY DAY ONE AT NIGHT"	2	1	""	2	1	0	0	0	0
50506	"I - II PUFFS PRN MAX QDS"	6	1.5	"PUFF"	4	1	2	1	0	0
50507	"WITH EVENING MEAL"	1	0	""	1	1	0	0	0	0
50508	"TAKE ONE DAILY AS SHOWN EVERY NIGHT THE PACK"	2	1	""	2	1	0	0	0	0
50509	"5 ML/THREE TIMES A DAY"	15	5	"ML"	3	1	0	0	0	0
